product_id,product_title,product_url,price_01_03
15265,"Rom&nd - Juicy Lasting Tint - Trwały Tint do Ust - 28 Bare Fig - 5,5g",https://cosibella.pl/pl/products/rom-nd-15265,"49,00 zł"
15266,"Rom&nd - Juicy Lasting Tint - Trwały Tint do Ust - 29 Papaya Jam - 5,5 g",https://cosibella.pl/pl/products/rom-nd-15266,"49,00 zł"
15267,Rom&nd - Better Than Cheek - Róż do Policzków - 03 Fig Chip - 4g,https://cosibella.pl/pl/products/rom-nd-15267,"39,00 zł"
15268,Rom&nd - Better Than Palette - Paleta Cieni do Oczu - 00 Light & Glitter Garden - 8g,https://cosibella.pl/pl/products/rom-nd-15268,"89,00 zł"
15271,Rom&nd - Better Than Cheek - Róż do Policzków - 02 Vine Nude - 4g,https://cosibella.pl/pl/products/rom-nd-15271,"49,00 zł"
15272,"Rom&nd - Zero Velvet Tint - Matowy Aksamitny Tint do Ust - 13 Berry Cake - 5,5g",https://cosibella.pl/pl/products/rom-nd-15272,"44,00 zł"
15281,Rom&nd - Han All Fix Mascara - Tusz do Rzęs - 02 Ash - 7g,https://cosibella.pl/pl/products/rom-nd-15281,"55,00 zł"
15284,Rom&nd - Blur Fudge Tint - Wygładzający Tint do Ust - 06 Mauvish - 5g,https://cosibella.pl/pl/products/rom-nd-15284,"39,00 zł"
15285,Rom&nd - Blur Fudge Tint - Wygładzający Tint do Ust - 07 Cool Rose Up - 5g,https://cosibella.pl/pl/products/rom-nd-15285,"39,00 zł"
15395,Etude House - Curl Fix Mascara - Podkręcający Tusz do Rzęs - #02 Brown - 8g,https://cosibella.pl/pl/products/etude-house-15395,"49,00 zł"
15417,"Rom&nd - Better Than Palette Secret Garden - Paleta Cieni do Oczu - 02 Mahogany Garden - 7,5g",https://cosibella.pl/pl/products/rom-nd-15417,"89,00 zł"
15420,"Rom&nd - Better Than Shape - Bronzer do Twarzy - 02 Walnut Grain - 9,5g",https://cosibella.pl/pl/products/rom-nd-15420,"45,00 zł"
15421,Rom&nd - Blur Fudge Tint - Wygładzający Tint do Ust - 01 Pomeloco - 5g,https://cosibella.pl/pl/products/rom-nd-15421,"39,00 zł"
15422,Rom&nd - Blur Fudge Tint - Wygładzający Tint do Ust - 02 Rosiental - 5g,https://cosibella.pl/pl/products/rom-nd-15422,"39,00 zł"
15423,Rom&nd - Blur Fudge Tint - Wygładzający Tint do Ust - 03 Musky - 5g,https://cosibella.pl/pl/products/rom-nd-15423,"39,00 zł"
15426,Rom&nd - Dewyful Water Tint - Wodny Tint do Ust - 03 If Rose - 5g,https://cosibella.pl/pl/products/rom-nd-15426,"49,00 zł"
15427,Rom&nd - Dewyful Water Tint - Wodny Tint do Ust - 06 Thulian - 5g,https://cosibella.pl/pl/products/rom-nd-15427,"49,00 zł"
15429,Rom&nd - Dewyful Water Tint Muteral Nude Series - Tint do Ust - 12 Canyon - 5g,https://cosibella.pl/pl/products/rom-nd-15429,"49,00 zł"
15431,"Rom&nd - Glasting Water Gloss - Błyszczyk do Ust - 00 Meteor Track - 4,3g",https://cosibella.pl/pl/products/rom-nd-15431,"45,00 zł"
15432,"Rom&nd - Glasting Water Gloss - Błyszczyk do Ust - 01 Sanho Crush- 4,3g",https://cosibella.pl/pl/products/rom-nd-15432,"45,00 zł"
15434,"Rom&nd - Juicy Lasting Tint Original Series - Tint do Ust - 08 Apple Brown - 5,3g",https://cosibella.pl/pl/products/rom-nd-15434,"49,00 zł"
15435,"Rom&nd - Juicy Lasting Tint - Tint do Ust - 25 Bare Grape - 5,5g",https://cosibella.pl/pl/products/rom-nd-15435,"49,00 zł"
15451,"Rom&nd - See-Through Veil Lighter - Transparentny Rozświetlacz - 02 Moonkissed Veil - 3,5g",https://cosibella.pl/pl/products/rom-nd-15451,"49,00 zł"
15535,Rom&nd - Better Than Cheek - Róż do Policzków - C04 Pear Chip - 4g,https://cosibella.pl/pl/products/rom-nd-15535,"39,00 zł"
15558,Claresa - Chill Out Lipgloss - Błyszczyk Powiększający Usta - 15 Happy Go Lucky - 5ml,https://cosibella.pl/pl/products/claresa-15558,"13,90 zł"
15560,Claresa - Chill Out Lipgloss - Błyszczyk Powiększający Usta - 13 Mellow - 5ml,https://cosibella.pl/pl/products/claresa-15560,"14,00 zł"
15563,Claresa - Chill Out Lipgloss - Błyszczyk Powiększający Usta - 10 Easygoing - 5ml,https://cosibella.pl/pl/products/claresa-15563,"14,90 zł"
15574,Claresa - Easy On The Eye - Precyzyjny Eyeliner w Pisaku - 01 Black is Black - 1g,https://cosibella.pl/pl/products/claresa-15574,"28,00 zł"
15614,"Tocobo - Glass Tinted Lip Balm - Nabłyszczający Balsam do Ust - 012 Better Pink - 3,5g",https://cosibella.pl/pl/products/tocobo-15614,"39,00 zł"
15638,Rom&nd - Zero Matte Lipstick - Matowa Pomadka do Ust - 07 Envy Me - 3g,https://cosibella.pl/pl/products/rom-nd-15638,"52,00 zł"
15639,Rom&nd - Better Than Cheek - Róż do Policzków - W02 Strawberry Milk - 4g,https://cosibella.pl/pl/products/rom-nd-15639,"39,00 zł"
15773,"The Saem - Cover Perfection Tip Concealer - SPF 28/PA++ - Kryjący Korektor - Green Beige - 6,5ml",https://cosibella.pl/pl/products/the-saem-15773,"29,00 zł"
15774,"The Saem - Cover Perfection Tip Concealer - SPF 28/PA++ - Kryjący Korektor - Peach Beige - 6,5ml",https://cosibella.pl/pl/products/the-saem-15774,"32,00 zł"
15777,"The Saem - Cover Perfection Tip Concealer - SPF 28/PA++ - Kryjący Korektor - Brightener - 6,5ml",https://cosibella.pl/pl/products/the-saem-15777,"29,00 zł"
